City,State,2009,2010,2011,2012,2013,2014,2015,2016,2017
Bedford, NY,15195112.32,12935381.26,12270050.59,12172580.78,12278087.28,12285327.04,12510144.53,12765504.57,11869522.79
Bedford, PA,134798594.7,138618880.2,117171525.4,94893131.12,82375857.97,71264686.67,58459226.32,46297374.7,34433721.36
Bedford, VA,100367304.5,102937471.5,103266473.4,111199420.9,118998272,123186632.6,125133271.4,123280501.8,113470646.9
Beebe, AR,60300109.56,63028070.84,63068015.05,64048856.9,67560914.31,69328521.09,71036317.07,72839635.19,74611913.31
Beecher, IL,16079770.3,13976405.61,12152846.8,12065948.35,12635601.55,12836957.86,13231735.77,13277936.05,13026332.36
Beeville, TX,122065361.9,130742013.5,145262511.1,164207321.4,176853715.5,175166387.3,158232623,133309212.3,100598484.8
Belding, MI,27306804.91,27987939.9,27983248.39,29029836.36,30276584.29,30419210.96,30004150.86,28972321.75,26893530.95
Belfair, WA,7152725.663,7648591.037,7520931.27,7485570.746,7478621.522,7689171.478,7653477.897,7442193.906,7670718.943
Belfast, ME,40674395.46,39573744.92,39052944.44,38945886.75,39777391.55,38793467.79,38423356.97,36943146.87,32613682.92
Belgrade, MT,76640534.68,82288444.06,86977590.38,94281752.23,103377999.6,110092900.6,121148512.3,135741737.9,160345207.7
Belle Fourche, SD,15540043.01,16621044.08,16482737.48,16179414.87,15129843.46,14148051.74,12849089.91,11791613.48,10118815.93
Belle Glade, FL,92785080.58,82320786.79,73699084.03,72558357.63,72079188.16,73233312.44,73168653.69,72202169.01,69548901.68
Belle Plaine, MN,66482929.83,70499564.58,74246261.68,75802131.42,75668649.55,74393482.01,72161720.23,70994456.45,66822568.2
Bellefontaine, OH,77640523.01,82301017.48,85889466.7,90478571.1,92082671.93,96427507.94,95523002.36,94167987.84,86450853.58
Bellefonte, PA,193744625.5,207206067.8,222104537,242906684,259468686.1,267729289.3,262327336.9,247977719.5,221983841.8
Bellevue, IA,11946685.4,12804181.22,13084200.62,12661117.01,12304693.31,11944425.49,11501298.51,11095821.58,10560071.96
Bellevue, OH,96848409.68,99174423.74,98255811.97,96141888,91127652.82,89207646.75,82099499.49,74735459.59,63415068.73
Bellingham, WA,398061333.9,418976849.2,436936145.8,457087297.7,462342201.5,472243470.8,471445840.7,470240150.9,469279049.8
Bellows Falls, VT,88889681.9,90134146.57,90585959,92030747.03,94700302.29,93354744.47,94681854.32,97759913.09,92488744.68
Bells, TN,76983683.06,77253921.05,58323827.25,50695257.93,50117607.48,48208121.08,45734933.2,42365400.86,39303667.86
Bellville, TX,31586382.68,30129918.21,29788219.95,31924856.15,34234432.22,35654189.11,35272719.23,33301158.82,28775487.82
Beloit, KS,20094598.21,21135298.47,19833147.24,18644626.69,17897000.38,16798978.91,15366038.09,13958740.81,11530858.42
Beloit, WI,401373057.6,374058979.1,328916147,313211093.7,305190098,304384504.1,308459034.5,322045591.5,332849456.8
Belterra, TX,37515393.96,37485943.53,38616280.4,37952650.19,36577396.41,35089422.7,32117590.46,28824288.93,24147790.11
Belton, SC,52924914.37,53318252.19,50827508.18,48311463.17,48400759.4,45793717.77,44810158.79,43079491.42,40436172.74
Belvidere, NJ,31256396.34,32345504.55,30764619.22,27851066.91,25579642.86,24021766.42,22983728.22,22468602.39,21337231.45
Belzoni, MS,29142669.82,28972875.36,25716536.89,23476713.61,22482244.5,21754373.54,21680520.55,22011785.76,21859177.69
Bemidji, MN,120131015.2,121227988.8,121091460.7,125721484.2,129043321.8,129223714.7,127202453.8,125125268.5,116406204.9
Bend, OR,394696786.8,431801375.2,437213272.2,444004261.2,442861195.9,453677542.9,456757719.1,462556637.7,426079816.4
Bennettsville, SC,51991949.84,51101715.67,48080482.32,46175143.4,47370763.55,45841126.79,46079451.29,45396798.46,43564031.56
Bennington, VT,85832410.55,84292897.1,82055708.31,83862322.84,87624892.94,87852540.75,90394786.32,93894948.02,87568076.96
Benson, AZ,123362332.1,119401798.6,111392343.1,102901207.8,95539957.47,91037577.51,86825685.75,83766751.7,80418445.29
Benson, MN,6063918.324,6222211.215,6333402.669,6652925.807,6892088.586,6942903.163,6816088.23,6598019.99,5934120.498
Benson, NC,113635649.6,120007732.4,128350284.2,131496601.7,137926373.2,142244301.3,143626469.8,142358832.6,132733429.6
Benton, IL,115690886.3,120874335.2,125207271.8,132266627.8,141496374.4,144683037.6,146981357.4,146494018.1,144678565.7
Benton, KY,44705180.93,44391907.45,35387369.43,27467419.54,25335879.37,24981365.14,24945491.75,24463813.53,23798687.28
Benton, LA,24679871.12,24245271.76,23540549.28,22415234.75,22033978.38,20240437.01,18467910.91,16331247.93,13845604.14
Benton City, WA,139492336.5,143016663,142108408.9,140662683.9,135472758.1,134227857.1,131015495.5,128682384.2,127218157
Benton Harbor--St. Joseph--Fair Plain, MI,423285061.3,442570243.6,453815134.9,466665362.7,480182362.5,484639526.7,491780421.5,511381237,534283142.5
Berea, KY,263598629.3,272533943.5,270727792.4,272551491.5,285451519.3,294423354.3,303560755,309567848.9,318898936.4
Berlin, NH,43679831.17,46031096.1,47334389.13,46968207.7,47367358.17,45168873.96,43915313.56,41508075.55,33542824.8
Berlin, WI,27764711.95,29417322.3,28208158.68,26215195.73,24099059.29,22893959.9,21355006.64,20168276.54,17926534.73
Berne, IN,20834328.93,23970135.46,26766136.73,27829248.26,28535230.48,28593346.22,27653636.41,25795479.04,23004789.35
Berrien Springs, MI,40205753.67,38540905.26,36866066.58,37163040.51,37742441.48,36856825.71,35396708.57,33409611.33,30481950.74
Berryville, AR,18670666.61,19124704.53,16211581.97,13533126.93,12319770.03,11599950.54,11142072.08,10954796.16,11022727.52
Berryville, VA,87462010.48,89961877.35,84132650.34,82077257.59,82195864.43,81173102.83,77727822.99,71222210.1,60311746
Bethany, MO,80417253.84,84637991.58,73094446.99,62761860.7,60848503.69,58381006.18,54066931.48,46942222.91,37049970.87
Bethel, AK,0,0,0,0,0,0,0,0,0
Bethel, OH,22926244.8,24043052.23,24565378.14,25047713.94,24614619.5,24821069.13,23464506.65,21704178.22,18328519.47
Beulah, ND,4370712.97,5936002.379,6889015.771,6766318.056,6407752.16,6165885.474,5854195.543,5424395.219,4907317.983
Bicknell, IN,10651095.71,12282177.15,14115241.26,15076909.82,15914112.25,16180431.52,15832814.3,14860161.13,13244219.89
Big Bear City, CA,178376403.4,175335313.8,170210757.3,173771994.1,175390738.1,178817542,171661363.7,157186555.1,131378380.9
Big Lake, TX,33539591.73,38782131.87,50156147.7,71123462.81,97667653.34,116486532.3,122810478.1,114951169.3,92700327.52
Big Pine Key, FL,27222343.73,26183021.84,25816322.09,26840403.95,27478987.36,27668790.45,26577711.22,24474918.41,21217297.87
Big Rapids, MI,148963795.7,154964685.6,153283064,153231417.2,153653799,151587858.2,149084940.1,147234140.2,142962969.2
Big Spring, TX,240572517,241190077.7,244486229,266506651.6,291215692.1,314358476.3,325331248.6,327914294.4,313781484.4
Big Stone Gap, VA,109868812.7,108137785.3,106078233,105548424,102442154.1,94596461.18,84085410.05,71445800.56,55867058.8
Billings, MT,481545482.3,509638346.3,533561401.5,556841534.1,579969476.9,579429928.2,591293505.7,607962889,649544301.2
Binghamton, NY,912836497.7,918288493,895528386.4,898579964.8,918524194.8,946052514.4,994922947.9,1100064731,1197012047
Birch Bay, WA,101152702.7,106342493.5,111216624.5,117139722.2,119039314.9,121046507.2,119312469.7,116099316.7,111794181.6
Birmingham, AL,5356494368,5290914606,5026589758,4802055772,5006420243,4963183203,5332327383,5944562528,7062030620
Bisbee, AZ,32848104.04,31729673.74,29965516.06,30024577.22,30154252.92,30170651.32,29853274.73,29372491.47,28333235.8
Biscoe, NC,75438124.22,76106583.79,69654702.25,63035739.98,62720194.73,62128729.69,59043703.86,52706628.61,43017963.45
Bishop, CA,32415818.78,32943159.88,34953096.88,38093613.82,40594675.49,42780121.91,41714136.23,37836017.78,30500033.03
Bishop, TX,38209981.79,40420552.45,42893325.68,47461454.7,51992361.97,55728898.56,56508464.66,55449778.8,51036224.8
Bishopville, SC,59901468.55,62020179.29,62609601.43,63757186.78,68092311.05,66859526.49,66673895.07,63581873.26,57893215.61
Bismarck, ND,336297164.6,366265403,398604308.3,419913542.4,428833273.1,425794181.3,431761234,455645442.1,506544269.1
Black River Falls, WI,143242205.3,152224803.2,154451472.5,156709973.3,154605747.8,152411430,145641398.9,138279671,122058901.7
Blackfoot, ID,171369992.5,183101579.9,187206001.6,193384990.8,197622200.1,204667701.3,210841578.1,215670040.8,221408883.8
Blacksburg, VA,514070862.3,521392566.1,516613232.4,523069030.4,525147588.2,519557311.6,513445281.4,510183239.6,496394741.2
Blackshear, GA,26829988.2,26168260.71,24444013.33,22656598.95,21667329.78,20362581.92,19160244.63,17665490.11,16027288.4
Blackstone, VA,19735237.37,19997538.37,17911857.45,15598647.31,13904544.43,12900882.97,11947244.47,11023495.98,9767738.858
Blackwell, OK,68597754.65,70219708.15,70587677.4,72642272.11,72015637.78,72999652.72,70724443.65,67193574,57337680.97
Blair, NE,59860408.55,63020595.4,59572410.38,58124184.74,58317114.64,60523602.95,63699002.83,69511973.42,72650228.33
Blairsville, PA,81529580.19,90952300.62,100838308.4,107921273.6,111255876,113667799.5,111552217.4,107676499.2,98248980.83
Blakely, GA,51706382.8,52696854.38,52763524.94,50379846.87,49516318.71,46510413.61,43026804.99,38121499.21,32381491.38
Blanchard, OK,85740299.31,93908644,103857564.5,114488840.7,119062462.8,122496494.6,118264942.6,110903444.3,92463726.01
Blanchester, OH,26989850.84,27565903.94,27472787.74,27159139.56,26370491.45,26891539.78,26141971.21,25100982.7,22075132.46
Blanding, UT,69920000.82,70424378.91,27885569.7,4763147.331,2466244.518,2276204.33,2210255.712,2244857.188,2430640.844
Blissfield, MI,19631351.83,19765221.4,19516054.07,19737316.94,19963467.78,19468517.2,18691403.46,17741961.2,16319909.03
Bloomer, WI,28361371.11,31225292.58,32233933.83,33317824.27,33436117.03,33634765.37,33210867.69,33539978.48,32709648.76
Bloomfield, IN,4703916.488,4854671.77,5245011.365,5686849.971,6146488.923,6259151.405,6100578.542,5604829.022,4830805.733
Bloomfield, NM,143497395.3,147875238.1,148409610.1,149250692.3,146128994.5,142485363.2,137687536.8,137212669.5,130762866.4
Bloomington, IN,389838945.6,390836411.6,392018589.7,382844493.2,383770192.7,391155353.9,405032437.8,431110860.9,469489159.3
Bloomington--Normal, IL,825130625.5,783638294.4,725860835.3,722050201.7,742313702.6,739500712.2,747657992.5,750002259.5,751611180.1
Bloomsburg--Berwick, PA,443501424.3,463338473.4,483038349.4,511223400.8,528010572.3,531683638.6,517338912.4,498681414.1,465449160.8
Blountstown, FL,83304653.47,84926507.5,48399689.4,31900879.83,27134455.66,26150000.84,24693278.45,22975330.65,20767632.12
Blue Earth, MN,35063671.05,35833438.6,36177832.7,37558113.69,38380982.62,38174123.68,37069283.95,35659643.84,31979794.14
Bluefield, WV,346305220.2,371995865.5,376177129,387292296.6,378462968.5,398933495.5,397639389.9,402828674.5,370715530.1
Bluffton, IN,48568785.3,44272347.29,43669680.94,44316586.03,46359351.59,46979965.79,47018487.69,46070854.76,43938365.18
Bluffton, OH,93161541.34,94757032.15,94420602.46,94048597.86,90247978.91,89541647.33,83987963.13,78288049.14,67957266.5
Blythe, CA,294109678.4,309722288.1,308912655.7,309070929.1,309545810.5,325419623.1,336165273.8,352199745.2,362307192.4
Blytheville, AR,123609168.1,129637763,131101682.3,133159924.9,139130461.4,141829257.5,145157376.7,150209557.2,157500495.6
Boardman, OR,112912253.1,116026071.7,114366920,115066495,114828536.6,115280687,112136409.7,107167709.8,90992217.92
Boerne, TX,149370199.7,145517984.9,140913054.3,141025118.8,141900872.6,146197770.9,148013747.3,150936101.1,149738029.5
Bogalusa, LA,38745984.44,37283285.83,35209012.1,34420742.11,35887414.08,35325143.2,34878533.34,33443585.19,31200150.17
Boiling Spring Lakes, NC,29538826.97,34220608.4,36931650.57,36643977.63,36746591.77,36471081.12,34996834.52,32120145.63,26965761.14
Boiling Springs, NC,17566842.55,18077144.65,17592374.23,17563109.87,18246338.14,19176487.65,19932821.75,19979004.15,18759498.6
Boise City, ID,1469222041,1513391628,1502590925,1466101317,1422251881,1443864924,1507349682,1644548949,1873371273
Bolivar, MO,14647309.47,15385026.31,15816197.68,16119993.99,16722686.46,16832244.76,16589626.1,15725959.53,13873522.64
Bolivar, OH,78948723.27,78841120.27,78334799.8,79993828.9,78808054.9,79278718.84,75239325.68,70854070.24,62312541.68
Bolivar, TN,28085395.02,29620018.15,29888217.63,28808708.94,27521302.26,25702777.57,24331453.31,22798006.45,20551425.52
Bonadelle Ranchos-Madera Ranchos, CA,68991025.18,74082565.2,79353915.65,84804413.1,88115293.51,91385405.11,87333126.08,77618097.89,61479271.05
Bonham, TX,72650507.53,70837019.06,70533482.27,71928020.48,73289198.08,74718773.74,72596463.27,68002629.31,59469355.07
Bonifay, FL,137024393.4,139950693.3,101513983.6,63243008.64,48599695.91,44672970.64,41338679.16,37935067.61,33346292.86
Bonita Springs, FL,959921697.3,1112518081,1308040749,1443713830,1532776942,1612847810,1629206436,1630493455,1583164471
Bonneauville, PA,83038402.56,97188128.65,113428326.8,123732571.9,129712644.3,135124349.6,136024829.3,136196782.2,131460221.6
Bonners Ferry, ID,15830209.2,16641258.72,15864405.82,13036378.36,12586782.48,12686709.76,12660658.4,12354144.23,11795334.88
Boone, IA,68294358.3,69644505.16,69073405.07,68739199.65,69760588.45,70006912.02,69541619.04,68228537.86,65469389.12
Boone, NC,81604453.46,86841979.32,89172535.72,90276763.73,93676633.41,96470543.35,97389583.91,94716095.25,85891365.9
Booneville, AR,22717686.48,22713579.67,20389395.86,18213264.37,16985350.15,15905904.91,15200622.84,14874859.05,14876435.86
Booneville, MS,67936898.51,70521100.77,65432687.35,62003249.11,61400948.78,60560271.8,60804942.65,61763663.98,61570546.77
Boonville, IN,20197101.96,23366319.01,26022890.28,27240455.44,28100511.79,28307760.77,27449935.68,25420844.93,22268131.57
Boonville, MO,77086461.53,78173869.98,77576982.21,77859746.29,80017523.49,79852637.06,78233096.87,73491503.5,63996574.88
Borger, TX,159062252.9,160107555,163763662.8,175672312,187750510.3,197406220.8,197820827.5,191611836.8,174187808.2
Boscobel, WI,4631500.332,5081744.295,5268620.624,5639132.549,5812298.434,5823013.233,5592404.21,5279887.68,4617086.936
Boston, MA,18019688713,18100034563,17905261966,17730705035,18042399718,17702961663,17933394038,18405923643,17958248318
Boulder, CO,708344145.4,704867342.5,665813612.9,632373490.5,608880246.7,598612645.6,593714379.9,614181347.7,620467585.2
Boulder City, NV,309579066.2,305870299.1,297434173,293906357.9,303143203.8,279121143.4,264599524.6,244500414.7,210946719.2
Bowie, TX,73349465.46,78012997.99,87235052.87,91040706.48,90190725.9,84998568.18,74124401.77,61606431.89,46871748.15
Bowling Green, KY,546833234.6,563847633,548079512.2,537332621.7,553676910,576138421.8,608645331.9,646965692.2,705285781
Bowling Green, MO,57343769.68,60267304.36,60941848.6,60159773,60442728.84,59533348.29,57715833.14,54096665.79,47271580.82
Bowling Green, OH,146496291.9,144791937.3,141517829.1,143615386,141889614,145401415,142396423,140208621.3,131060858.8
Box Elder, SD,92835148.92,96538091.73,91690034.94,88977157.12,85480829.22,87634267.71,92430477.99,105815571.3,122512950.8
Boyne City, MI,16608111.52,17208204.16,11944081.81,9578128.092,8845009.633,8436727.083,7967785.218,7508337.825,7030544.957
Bozeman, MT,189722156.5,198156912.5,201887327.9,211280313.2,224573975.1,231980192.6,246080460.9,262752617.5,292348473.3
Brackettville, TX,57832442,58177036.98,53891149.39,55102923.68,56889520.33,56766016.41,53084368.34,47251440.72,38811761.55
Bradford, PA,112696928.2,120246072.3,128093325.2,132270262.4,129900872.4,121049540.2,107720148.1,94354200.35,78717244.67
Brady, TX,48918716.65,47931071.78,47879043.48,50018210.49,52662168.81,56018500.34,57616518.95,57757623.72,54643740.22
Braidwood--Coal City--Wilmington, IL,175190349.2,166151736.8,156205365.4,156472215.2,162585686.8,165026848.2,170484708.2,175763406.7,182013931.1
Brainerd, MN,200195786.9,206665104.5,215592749.1,233512661.6,248245601.2,250819569.3,243518861,229834439.5,198752899.5
Brandon, SD,64938290.14,68111779.11,67988406.68,70293127.1,70581048.33,71710620.81,71857161.41,73757761.44,72375741.72
Branson, MO,76430869.01,77290298.45,69638680.29,62046002.49,58197566.21,54627771.39,50985598.88,46623009.44,40202697.72
Brattleboro, VT,113816062,112986857.9,110890519,111437435.2,114477465.2,114682986.1,119916206.9,130901363,134784950.7
Brawley, CA,63281743.48,62581828.85,64138402.95,69204507,71984591.17,72285751.03,68309745.63,63127558.55,56547138.49
Brazoria, TX,22515403.05,21752913.29,20922062.15,21755703.38,23218481.96,25508251.44,27445396.59,29089918.63,29135502.08
Breaux Bridge, LA,178616841.8,201362594.6,217328079.7,229928489.1,252469243.4,267264938.9,288694129.5,313937112.7,343566315.4
Breckenridge, CO,21220155.85,18691898.56,15589377.72,13904272.95,12742087.25,11908041.99,11143810.42,10579523.84,9545276.161
Breckenridge, TX,41599937.41,41098550.28,40553446.69,41756398.65,43724315.36,46805038.11,47645152.15,45996921.23,41033472.57
Breese, IL,12432697.16,16082755.25,21138099.18,25371990.66,29538148.83,31041730.18,31314551.97,29670768.65,26175465.99
Bremen, GA,224900371.9,222457162.3,152091420.8,103973422.5,83199158.99,74044379.47,69025018.53,66508876.57,69927160.12
Bremen, IN,25579482.91,24943180.98,26361317.42,27785334,30075165.12,31743071.77,32906020.73,33184395.9,32482775.43
Bremerton, WA,748577920.6,765329856.6,772313256.5,787809583.3,785859290.2,807173354.2,825221845,860438001.4,911364853.3
Brenham, TX,178670541.5,183323815.3,184086633.1,190758707.9,194253288,192409457.3,180994599,165227341.9,140368538
Brent, AL,94429724.61,94775585.61,87601089.9,80067063.29,79263590.02,72213069.12,67885970.14,61801005.33,55791755.93
Brevard, NC,91547505.35,88331570.47,79805282.69,76380115.51,77580565.64,81517499.74,86434548.8,90093545.77,89610726.2
Brewton, AL,55422453.39,60507047.21,63848998.33,67389777.38,76229897.9,79065913.64,86545527.3,95953164.95,111405669.4
Bridgeport, TX,34663470.56,33312127.52,33680003.16,33644053.57,32638487.66,30456422.02,26791556.52,22764574.36,17823438.95
Bridgeport--Stamford, CT,4327181254,4318585630,4223172640,4160034272,4174634948,4168964308,4208105261,4424606784,4514950666
Bridgeton, NJ,164435415.7,162872370.2,159297564.5,162283183.1,167122033.5,161991515.5,154926479.4,144312743.5,124299081.4
Bridgeville, DE,67710948.59,75676753.58,82411309.77,86105723.73,80188984,88531563.71,87567769.52,85077281.73,80190403.14
Brillion, WI,9931579.572,10890853.06,11169850.15,11103224.08,10838777.55,10955972.14,10924426.71,11053005.52,10589108.27
